,communityName,state,householsize,agePct12t29,agePct65up,pctWSocSec,pctWPubAsst,PctUsePubTrans,PctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,PersPerFam,PctFam2Par,PctWorkMom,PctKidsBornNeverMar,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,LemasPctOfficDrugUn,ViolentCrimesPerPop,has_pp_access,PctFedEduFunding,PctStateEduFunding
103,Benicia,CA,2.65,22.31,7.51,17.08,5.31,3.11,5.43,9.59,32.62,4.19,12.39,23.8,8.19,35.88,3.1,77.42,70.45,1.83,0.015509268731841061,96.05,70.13,1.06,13.98,0.0,0.26139999999999997,0,2.43,55.77
104,Bensalem,PA,2.71,28.9,8.31,20.2,4.59,4.26,5.32,20.07,21.8,4.97,18.69,21.88,13.46,28.76,3.22,78.56,65.53,2.46,0.03079876030147214,92.3,59.83,0.51,9.43,0.0,0.36182,1,2.29,29.51
105,Benton,AR,2.6,24.28,14.37,33.32,6.99,0.07,12.95,30.0,14.25,5.06,19.8,28.86,18.43,23.64,3.02,78.51,71.48,0.75,0.025306706277163447,93.83,70.21,4.35,41.74,0.0,0.46014,0,4.98,66.13
106,Bentonville,AR,2.64,26.45,12.63,28.78,5.38,0.43,9.23,23.53,12.43,3.63,18.43,14.92,22.62,19.75,3.06,77.51,74.78,0.84,0.019188060762192413,95.18,66.76,4.17,44.91,0.0,0.11697,0,4.89,42.37
107,Bergenfield,NJ,2.78,24.06,14.09,32.46,3.68,11.71,3.34,17.66,23.77,5.04,17.81,22.03,9.64,28.97,3.21,83.53,70.84,0.86,0.009649194537574618,97.39,71.08,0.0,29.66,0.0,0.15191,0,1.32,15.19
108,Berkeley,NJ,2.12,11.33,48.23,72.15,3.56,1.92,4.57,38.7,6.95,7.32,9.52,23.27,12.5,20.26,2.5,83.83,74.69,0.51,0.060532168600444816,88.63,93.14,0.53,60.16,0.0,0.10668000000000001,0,5.548571428571429,46.92714285714286
109,Berkeley Heights,NJ,3.1,21.44,11.33,23.62,1.03,9.63,1.96,9.9,48.18,2.7,14.65,28.82,5.49,50.73,3.22,91.43,58.88,0.36,0.005342237061769616,98.37,91.01,3.12,37.5,0.0,0.04102,0,0.81,10.06
110,Berwick,PA,2.38,23.42,20.6,44.02,6.67,0.24,10.64,33.09,6.3,9.13,36.48,16.22,31.63,13.53,2.94,68.37,67.62,1.92,0.02478134110787172,94.44,64.4,0.74,56.62,0.0,0.08295,0,2.2,60.46
111,Bessemer,AL,2.66,25.8,15.76,39.28,12.96,2.25,29.7,42.18,7.21,10.58,16.37,22.2,20.98,15.41,3.23,52.44,65.74,10.7,0.035794250231364004,91.3,59.07,5.67,44.29,0.0,2.7589,0,8.455,60.525000000000006
112,Bethany,OK,2.61,27.79,11.06,24.67,3.93,0.18,8.67,20.81,19.62,6.17,11.26,27.06,11.98,25.8,2.92,73.0,72.93,1.15,0.05838107098381071,86.78,64.83,1.96,24.83,0.0,0.15431,0,4.56,54.1
113,Bethel Park,PA,2.66,21.33,12.53,28.84,1.75,11.79,3.81,10.34,33.23,3.78,12.59,26.71,6.75,37.31,3.08,88.95,61.13,0.55,0.009017532448333974,97.65,80.78,0.98,42.95,0.0,0.05824,0,0.9,27.89
114,Bethlehem,PA,2.37,21.82,19.52,35.38,5.39,1.67,6.09,25.24,20.27,4.06,21.41,26.56,15.55,25.97,2.89,78.78,74.07,1.5,0.015158742778396142,96.53,63.68,1.4,25.87,0.0,0.30983999999999995,0,4.423333333333333,27.436666666666667
115,Bettendorf,IA,2.64,23.98,9.12,21.25,2.86,0.49,4.73,9.93,34.21,3.92,16.87,23.88,9.41,35.54,3.09,82.31,72.43,1.5,0.014218683349921797,96.38,73.72,1.25,19.75,0.0,0.45483999999999997,0,1.9,46.21
116,Beverly,MA,2.58,25.9,13.23,28.02,6.8,5.14,6.62,12.89,27.98,5.42,18.86,28.02,10.09,32.3,3.04,75.42,71.13,1.54,0.022411310380939915,94.53,58.91,1.52,31.19,0.0,0.08726,0,4.2,23.79
117,Beverly Hills,CA,2.2,22.12,17.88,28.0,3.47,4.31,6.6,10.57,46.95,3.8,8.37,28.42,1.37,51.85,2.87,75.73,55.66,1.04,0.03625160301523255,92.63,43.85,1.38,31.23,0.0001488849269650621,1.08725,0,1.7700000000000002,28.67
118,Biddeford,ME,2.6,29.68,13.53,29.48,8.9,1.32,11.47,33.06,10.72,6.33,29.35,20.71,22.08,17.4,3.0,70.92,75.46,2.44,0.052873008208594884,87.9,48.76,2.28,61.19,0.0,0.16151,1,4.07,44.52
119,Binghamton,NY,2.34,28.54,16.71,34.93,10.55,6.28,19.98,26.12,19.83,8.21,19.68,30.96,13.4,27.52,2.95,62.93,64.21,3.48,0.0378999396317537,91.84,44.42,4.03,43.4,8.31949894355569e-05,0.28404,0,4.75,42.2425
120,Birmingham,AL,2.52,27.56,13.17,31.59,10.79,3.56,24.82,30.7,16.15,9.24,12.44,28.97,15.72,22.8,3.16,52.09,71.55,9.04,0.04607321181495518,89.59,53.39,7.24,43.07,1.383625097756121e-05,2.4666799999999998,1,9.305862068965517,59.000689655172415
121,Bismarck,ND,2.55,26.81,10.06,23.02,4.75,0.13,9.65,16.58,26.39,4.41,5.01,29.2,8.3,31.55,3.08,78.39,81.95,1.3,0.014678414812408641,96.39,60.72,0.28,24.76,0.0,0.08327,0,7.9,42.22
122,Blacksburg,VA,3.1,66.39,3.88,10.45,3.69,6.36,37.43,8.25,61.57,6.88,6.9,50.34,6.07,43.57,2.85,78.41,63.73,1.8,0.019716681121711477,94.25,31.6,0.59,23.46,0.0,0.11241,0,6.46,38.71
123,Bloomfield,MI,2.7,20.08,12.47,21.59,1.49,0.28,1.42,4.35,58.49,2.08,18.67,34.11,2.56,58.54,3.03,91.46,58.4,0.21,0.019400560355990866,95.02,90.34,0.0,29.13,0.0,0.37388,0,2.225,16.299999999999997
124,Bloomington,IN,2.89,58.57,6.18,16.0,4.65,3.45,31.46,13.51,47.94,6.83,8.33,44.49,7.91,38.44,2.81,67.48,67.09,2.44,0.017185361106987943,95.27,34.2,1.15,22.17,0.0,0.81598,1,3.6975,44.975
125,Blue Springs,MO,2.97,27.89,5.35,13.38,3.32,0.6,4.68,9.91,23.85,3.77,15.1,21.9,11.42,28.29,3.29,82.98,76.16,0.65,0.017856698129654073,94.97,71.99,4.6,25.66,0.0,0.21314,0,2.99,40.01
126,Bluefield,WV,2.44,21.61,19.79,45.01,8.85,1.25,19.92,29.67,17.34,5.75,7.85,27.3,11.38,30.62,3.01,70.42,60.18,2.91,0.06036375039197241,87.18,70.0,2.21,65.84,0.0,0.32452,0,8.57,69.17
127,Blytheville,AR,2.84,31.45,10.56,27.79,14.67,0.45,25.55,33.68,13.67,8.69,25.62,23.59,22.14,20.13,3.27,66.43,65.75,9.97,0.036104077534270494,90.71,47.98,9.67,56.59,0.0,2.1932300000000002,0,14.15,67.29
128,Boca Raton,FL,2.34,21.72,18.96,33.74,2.24,0.56,5.51,11.56,34.86,3.29,8.0,23.72,4.89,37.49,2.78,81.02,62.4,0.98,0.10970532752227932,79.58,74.47,0.58,22.37,0.00010489169322838744,0.36034,1,6.12,29.2
129,Bogalusa,LA,2.51,24.13,17.29,40.26,17.64,0.0,36.8,38.45,9.72,14.82,16.4,30.71,18.77,19.04,3.07,54.32,64.08,6.93,0.05504201680672269,87.86,65.92,4.33,64.38,0.0,1.05943,0,16.98,60.38
130,Boone,IA,2.44,23.43,15.82,35.23,6.66,0.26,10.72,17.27,14.91,3.73,15.44,31.85,18.59,20.85,2.97,77.09,76.8,0.73,0.01985151710781149,95.39,67.95,2.03,39.02,0.0,0.12563,0,3.8499999999999996,60.63
131,Borger,TX,2.59,24.38,15.44,31.72,5.49,0.0,15.02,30.94,12.41,7.4,19.22,16.75,17.08,21.41,3.06,80.37,59.78,1.94,0.054864433811802234,87.54,73.22,5.0,61.16,0.0,0.24347,0,9.13,39.92
132,Bossier City,LA,2.77,30.2,8.11,20.66,5.77,0.28,15.96,18.56,15.87,7.25,10.19,23.68,11.3,23.96,3.15,71.91,70.01,4.68,0.0527873143529144,87.24,57.38,18.29,42.15,9.635629066216499e-05,1.0737999999999999,0,6.016666666666667,67.68333333333334
133,Boston,MA,2.51,35.85,10.05,21.15,11.94,32.2,18.71,24.3,30.0,8.32,9.91,34.71,9.63,32.71,3.19,52.51,62.98,11.24,0.03900341817535954,91.07,30.88,6.94,38.17,6.111969185924013e-06,1.96889,1,6.56,29.690000000000005
134,Bothell,WA,2.51,24.29,11.34,26.53,2.5,6.84,3.63,10.01,27.18,3.3,18.3,22.71,9.76,33.13,3.0,78.76,70.2,0.94,0.018388011340623733,95.59,65.36,0.88,14.1,0.0,0.21118,0,2.34,62.25
135,Boulder,CO,2.4,41.56,6.67,14.34,2.79,5.62,18.96,5.08,58.87,5.05,11.11,39.42,5.29,43.89,2.8,71.57,71.93,1.83,0.01907288265796044,95.62,46.15,0.63,18.75,9.002304589975034e-05,0.20856,1,2.7,17.55
136,Boulder City,NV,2.51,20.15,20.84,39.03,1.94,0.28,6.48,17.2,22.09,4.72,6.91,19.64,11.17,29.13,2.84,76.94,69.34,0.84,0.031192806556855256,92.73,74.05,0.26,35.71,0.0,0.29825,0,4.46,29.45
137,Bountiful,UT,3.29,28.77,9.77,24.86,4.76,3.55,4.91,8.4,30.51,3.62,13.62,28.0,9.75,33.79,3.65,85.72,60.09,0.43,0.009165552797403094,97.08,76.42,0.3,35.12,0.0,0.13716,0,5.875,41.67
138,Bowling Green,KY,2.54,36.83,11.5,27.11,9.6,0.28,23.91,28.52,23.41,6.93,16.08,29.05,15.13,27.47,2.92,64.6,68.49,3.56,0.03759750006151424,91.27,50.59,1.51,28.93,0.0,0.7983899999999999,0,6.506666666666667,60.71
139,Boynton Beach,FL,2.28,20.12,27.21,45.65,4.35,1.04,9.59,26.93,16.36,5.26,7.46,22.58,8.72,24.55,2.75,65.86,74.07,4.87,0.11369441918863922,79.44,76.45,1.43,24.47,0.0,1.35738,0,6.12,29.2
140,Braintree,MA,2.84,25.77,14.6,32.26,5.13,7.87,4.1,12.43,23.41,6.7,12.7,23.04,9.07,30.98,3.24,81.9,67.91,1.16,0.008127438231469442,97.74,76.68,2.55,34.18,0.0,0.42175,0,2.61,18.48
141,Brandon,MS,2.86,25.69,7.55,18.59,3.05,0.0,7.32,14.33,34.1,3.52,8.51,27.74,7.13,37.37,3.21,80.52,74.35,1.86,0.012187415365171076,96.63,79.1,2.22,53.33,0.0,0.21453,0,6.38,57.52
142,Brawley,CA,3.27,29.52,8.05,23.34,19.49,0.7,24.31,48.61,9.96,14.81,7.29,22.59,15.35,20.24,3.71,68.15,51.42,5.49,0.017597632510701264,94.56,49.35,4.5,29.43,0.0,0.9892000000000001,0,8.91,66.56
143,Brecksville,OH,2.77,17.83,13.38,27.0,1.16,3.52,2.26,9.43,41.57,3.78,20.44,27.2,6.63,50.79,3.07,92.06,59.51,0.0,0.012015569470299543,96.78,87.01,0.0,19.72,0.0,0.03971,0,1.39,16.32
144,Bremerton,WA,2.59,35.51,11.78,23.72,11.14,7.79,18.1,17.96,12.65,7.4,18.77,21.64,11.86,20.63,2.99,68.32,56.53,2.88,0.02556237218813906,93.79,39.07,4.1,36.72,0.0,0.62071,1,7.375,72.66
145,Brenham,TX,2.76,29.61,15.7,36.1,8.29,0.19,17.24,35.7,15.58,4.7,13.63,30.51,15.7,23.79,3.07,67.85,82.08,5.49,0.03857095046854083,90.38,60.72,2.6,41.43,0.0,0.74294,0,7.01,44.69
146,Brentwood,TN,3.11,22.02,5.52,12.66,1.63,0.45,1.39,4.95,54.34,3.1,13.89,28.41,2.79,51.44,3.29,92.24,56.24,0.45,0.014519277696437287,95.68,92.93,0.42,26.05,0.0,0.06488,0,6.58,35.19
147,Brick,NJ,2.66,23.58,15.97,34.09,3.6,1.75,3.74,20.23,16.51,5.55,12.53,21.8,11.95,24.31,3.1,84.22,64.45,1.03,0.058339476178297954,86.55,82.54,0.72,60.24,0.0,0.13147,0,2.35,32.22
148,Bridgeport,CT,2.71,29.69,12.13,28.61,13.24,6.39,17.07,38.91,12.28,10.62,25.38,22.73,20.19,19.03,3.28,53.59,65.86,12.01,0.034555284220035856,91.44,44.15,13.77,46.18,4.35469982919978e-05,1.90896,1,10.738333333333335,69.47666666666667
149,Bridgeton,MO,2.62,24.17,12.38,25.44,1.74,0.56,2.98,18.65,23.32,3.04,21.85,19.73,10.48,31.15,3.0,78.93,74.61,1.12,0.018561223915855785,95.37,72.46,0.61,20.0,0.0,0.78635,0,5.430000000000001,49.464999999999996
150,Bridgewater,NJ,2.88,24.76,9.09,20.41,2.54,2.18,1.62,10.96,41.3,2.64,17.49,24.05,7.75,41.63,3.16,89.06,73.89,1.29,0.014303731274416316,96.04,85.53,0.65,51.4,0.0,0.0887,0,1.8649999999999998,32.745
151,Brigantine,NJ,2.35,28.69,12.87,27.82,3.71,6.62,6.99,18.67,21.15,4.35,3.06,12.46,5.92,25.31,2.91,69.84,75.17,1.68,0.3499207327813986,54.83,56.17,1.51,68.76,0.0,0.34832,0,2.56,14.68
152,Brigham City,UT,3.17,26.22,9.98,27.4,4.64,0.66,6.83,15.92,22.23,7.05,37.88,19.29,12.53,32.44,3.63,84.48,60.74,0.54,0.01757862439273843,94.72,74.9,1.82,37.82,0.0,0.09416,0,5.32,61.57
153,Brighton,CO,2.97,27.38,10.13,23.55,7.36,0.57,13.11,29.5,13.03,8.17,15.58,20.11,20.63,18.51,3.24,74.11,78.29,2.02,0.03816095191156798,89.81,66.1,2.03,37.08,0.0,0.25586000000000003,0,3.73,53.08
154,Bristol,RI,2.9,29.94,14.68,32.1,5.92,2.47,5.8,34.96,19.66,7.24,27.55,24.33,18.61,24.55,3.13,84.1,77.36,2.28,0.02330635838150289,93.67,65.23,3.37,44.64,0.0,0.1161,0,3.026666666666667,43.45666666666667
155,Broken Arrow,OK,3.01,26.45,4.89,13.19,3.36,0.07,6.53,10.38,24.75,3.76,15.07,23.22,9.8,30.28,3.3,85.13,67.88,1.01,0.020054097824027013,94.3,74.34,1.55,47.42,0.0,0.17554,0,3.8233333333333337,58.169999999999995
156,Brookfield,CT,2.86,24.16,7.48,19.31,1.72,1.89,2.36,9.47,41.24,4.14,23.75,23.28,7.18,39.3,3.22,89.27,67.87,0.5,0.02940551264791327,92.25,87.59,1.45,35.18,0.0,0.05584,0,1.52,19.3
157,Brookings,SD,2.86,48.62,8.87,22.85,3.94,0.15,22.83,15.55,34.66,3.91,14.93,35.03,14.51,26.79,2.98,79.45,74.18,1.73,0.020098340503995085,94.56,48.36,0.61,47.71,0.0,0.04589,0,3.28,26.76
158,Broomfield,CO,2.83,26.59,5.17,13.71,2.6,2.96,5.05,8.25,27.88,3.76,21.81,22.21,11.99,31.02,3.25,83.06,75.88,1.12,0.015382742105690397,95.83,73.59,0.53,27.18,0.0,0.25969,0,2.715,42.96
159,Brownsville,TX,3.76,33.08,7.94,24.53,21.71,2.4,43.86,54.51,12.21,15.3,14.11,25.51,16.21,23.96,4.13,70.02,52.65,4.28,0.026980052949617025,90.79,55.77,5.51,34.12,4.9109759301550095e-05,0.9536699999999999,1,13.973333333333334,66.83666666666666
160,Brownwood,TX,2.64,27.99,15.77,38.11,11.52,0.61,23.79,35.35,15.25,9.51,20.45,26.36,19.96,19.57,3.07,70.73,61.93,2.45,0.061347691303638444,86.08,64.15,3.37,56.21,0.0,0.69528,0,8.91,49.87
161,Brunswick,GA,2.67,26.49,14.0,35.81,16.03,0.13,26.25,37.67,10.36,9.38,13.68,17.59,15.27,16.6,3.16,45.55,70.29,9.92,0.04503133937808069,89.28,49.5,6.89,46.89,0.0,2.08944,0,6.388,46.160000000000004
162,Bryan,TX,2.66,34.62,8.65,20.34,6.14,0.91,22.01,26.26,26.89,5.78,8.68,36.81,12.91,28.16,3.23,71.93,74.19,4.45,0.04185302352641722,89.99,48.26,4.0,35.84,0.0,0.82714,0,7.19,52.6
163,Bucyrus,OH,2.49,25.94,13.42,31.1,9.67,0.0,15.52,30.67,10.33,9.53,38.61,17.87,26.64,17.69,3.02,71.48,66.32,2.88,0.023266152934202727,94.53,64.14,3.18,44.59,0.0,0.16596,0,5.05,42.21
164,Buena Park,CA,3.1,29.64,7.48,19.01,7.41,1.64,8.03,23.34,15.93,5.7,24.33,14.63,14.48,23.33,3.41,74.82,65.82,2.77,0.01439288206559665,95.73,56.17,0.4,8.89,0.0,0.5709500000000001,0,6.885,49.125
165,Buffalo,NY,2.4,29.24,13.29,30.98,18.69,13.43,25.62,32.71,16.05,11.58,16.18,31.37,16.9,23.38,3.07,49.18,60.14,10.52,0.04734505048411724,89.78,43.14,11.36,51.63,9.752440395827174e-06,1.93377,1,7.84111111111111,54.707777777777785
166,Bullhead City,AZ,2.49,19.57,20.05,37.07,5.39,1.02,12.8,27.56,10.13,6.64,3.15,12.46,9.13,17.34,2.71,70.0,74.27,0.97,0.2108787754544212,65.59,62.43,0.35,21.86,0.0,0.807,0,5.27,29.04
167,Burbank,CA,2.38,26.98,13.2,23.57,6.77,3.23,8.32,20.32,22.92,5.12,18.52,19.31,10.67,31.48,3.03,71.0,65.73,3.52,0.020727657166045514,95.29,45.7,1.24,21.17,5.852012430186987e-05,0.49118,1,4.7,53.4
168,Burkburnett,TX,2.69,24.55,11.26,25.05,4.92,0.0,13.93,23.66,13.38,8.04,26.9,23.06,23.13,23.04,3.07,79.85,72.81,2.01,0.03992114342040414,90.29,75.56,2.72,63.21,0.0,0.15259999999999999,0,8.36,54.12
169,Burleson,TX,2.9,27.63,7.17,18.53,3.94,0.0,6.62,23.97,11.33,6.25,24.55,20.02,15.42,22.17,3.2,81.18,72.98,0.58,0.018494383417116615,94.91,72.34,4.36,37.58,0.0,0.16779,0,3.43,45.45
170,Burlingame,CA,2.17,22.76,16.12,26.57,2.15,7.7,4.69,11.75,33.48,2.8,9.14,21.56,7.07,34.97,2.85,78.34,72.87,1.29,0.0218275437483676,95.47,47.63,1.88,15.56,0.0,0.27351,0,1.65,20.32
171,Burlington,VT,2.67,45.34,8.96,22.21,8.29,3.37,19.34,17.64,34.8,6.31,10.44,32.88,7.85,31.31,2.93,63.96,69.58,4.45,0.02044623916988269,94.83,40.24,3.5,25.0,5.62271577171774e-05,0.17992,1,5.61,42.0
172,Butler,PA,2.58,21.26,17.48,35.89,5.42,0.26,7.56,20.07,18.13,5.17,26.63,26.05,15.44,28.93,3.0,82.89,62.39,0.73,0.013106382978723404,96.72,79.88,4.76,56.71,0.0,0.052950000000000004,0,3.62,45.48
173,Caldwell,ID,2.75,28.52,12.82,30.24,7.49,0.45,16.03,32.97,12.63,6.41,22.49,19.63,21.25,19.11,3.2,72.16,76.7,1.65,0.02326086956521739,94.0,61.78,1.87,44.16,0.0,0.32515,0,5.983333333333334,70.23
174,Caledonia,WI,2.98,25.18,8.0,22.19,2.5,0.7,3.51,17.41,21.03,4.44,34.1,17.8,17.19,26.14,3.26,87.6,71.73,1.06,0.009190913853040621,97.34,82.9,1.04,21.24,0.0,0.04833,0,4.57,53.17
175,Camarillo,CA,2.89,23.03,15.55,30.0,4.74,0.22,4.37,12.15,27.19,3.68,16.53,22.06,8.23,34.4,3.2,82.98,67.86,1.32,0.011892243274764354,96.68,72.17,0.0,19.13,0.0,0.27009,0,5.34,53.96
176,Cambridge,MA,2.43,37.35,9.16,17.64,6.43,24.42,10.7,15.65,54.17,5.15,9.69,51.36,6.03,46.98,2.9,63.59,71.3,5.54,0.02686791507484186,93.87,30.35,3.65,38.54,4.237907350577232e-05,0.98562,0,5.286,22.387999999999998
177,Camden,NJ,3.29,31.78,7.72,24.94,26.92,18.34,36.56,50.33,6.44,16.3,19.29,27.65,24.0,13.89,3.71,32.86,54.73,24.19,0.04014081287431994,88.35,48.39,39.89,63.87,3.531751474420518e-05,3.53078,1,8.59,84.31
178,Campbell,CA,2.36,29.11,8.41,17.37,6.01,2.38,5.76,11.4,30.97,3.42,28.84,19.84,7.6,34.31,2.93,68.64,71.94,2.35,0.015368397691966268,96.51,47.03,4.51,13.18,0.0,0.39199,0,4.33,26.64
179,Canandaigua,NY,2.43,26.66,14.7,33.37,7.7,0.64,9.95,20.35,21.69,6.87,19.26,29.02,14.23,27.84,2.99,68.62,72.89,2.41,0.028344988344988345,93.56,50.51,0.99,47.37,0.0,0.08941,1,3.23,49.01
180,Canon City,CO,2.51,21.53,20.52,40.98,7.98,0.0,18.95,25.18,13.7,9.17,9.09,26.44,10.48,25.79,2.86,69.97,73.12,0.72,0.04335146212658627,90.19,65.61,1.27,39.27,0.0,0.22306,0,6.44,62.06
181,Canton,OH,2.52,26.01,14.41,32.7,14.65,2.45,21.86,32.97,9.67,11.23,25.35,21.52,22.17,18.9,3.08,60.64,59.38,5.23,0.03653711338981239,91.58,57.33,4.03,42.76,0.00010800727177671368,1.224,1,8.500714285714286,44.55428571428571
182,Canyon,TX,2.72,40.4,8.55,21.85,3.5,0.0,17.28,14.6,39.07,5.8,4.5,38.81,8.62,32.7,3.05,72.98,79.12,0.87,0.051825780906291245,87.66,54.85,2.38,35.48,0.0,0.06679,0,5.23,52.56
183,Cape Coral,FL,2.52,20.43,20.68,41.25,3.19,0.42,5.91,18.63,15.22,4.35,6.96,21.15,10.25,22.82,2.81,79.67,74.28,0.57,0.06318091504313851,86.26,75.11,0.15,21.57,0.0,0.30372000000000005,0,5.94,31.35
184,Cape Girardeau,MO,2.56,34.09,12.67,28.01,5.92,0.1,18.04,22.96,24.32,6.44,12.56,31.34,12.11,26.84,2.95,74.17,73.54,3.44,0.03440966374353911,91.9,57.35,2.11,28.61,0.0,0.33104,0,6.705,33.235
185,Carlisle,PA,2.54,33.27,14.64,29.47,5.82,0.5,9.85,24.39,27.48,3.54,15.23,32.72,15.06,31.4,2.87,68.11,78.96,2.62,0.02372550084152234,94.32,49.68,2.06,22.65,0.0,0.3525,0,1.95,35.39
186,Carlsbad,CA,2.53,24.15,12.11,24.44,4.03,2.72,6.84,10.4,35.8,4.81,13.97,22.6,7.08,37.84,2.92,77.58,66.55,2.06,0.03548458638278998,91.78,62.24,0.54,12.68,0.0,0.54112,0,4.140000000000001,40.099999999999994
187,Carmel,IN,2.79,22.8,7.57,16.37,1.6,0.27,1.58,4.96,51.3,2.27,15.31,23.8,4.06,43.77,3.18,88.24,65.59,0.21,0.021040189125295507,94.46,71.23,0.0,12.73,0.0,0.12307,0,2.08,30.11
188,Carpinteria,CA,2.78,27.77,11.36,26.68,5.4,2.94,5.92,23.73,22.6,3.75,13.79,22.23,12.52,24.58,3.26,73.68,78.04,1.34,0.03673528769913436,90.75,56.52,0.59,24.16,0.0,0.48087,0,5.05,36.73
189,Carrboro,NC,2.05,53.03,4.06,7.46,2.95,9.72,29.43,11.13,56.72,4.87,6.32,49.06,4.71,38.35,2.75,64.9,69.44,8.12,0.04076863152427941,92.29,24.3,0.85,18.9,0.0,0.5854600000000001,0,2.1,36.07
190,Carrollton,TX,2.7,27.8,3.15,7.86,1.49,1.44,4.52,10.15,37.45,3.85,18.78,17.16,8.12,36.2,3.12,81.74,72.17,1.59,0.030911901081916538,92.3,60.67,2.28,15.98,3.176380386763865e-05,0.21450999999999998,0,4.34,36.104
191,Carson,CA,3.53,29.52,7.57,20.71,9.1,2.42,6.95,28.65,17.06,7.17,27.23,20.11,17.05,21.14,3.86,76.49,71.65,3.8,0.007536162866837312,97.41,78.99,3.32,21.33,0.0,1.26773,0,11.19,63.74666666666667
192,Carteret,NJ,2.88,26.18,14.07,32.75,5.42,3.92,8.35,30.57,9.26,6.58,23.16,14.21,21.06,18.4,3.29,75.42,61.24,3.95,0.011038107752956636,96.92,70.82,6.19,51.9,0.0,0.46284,0,3.45,31.62
193,Cartersville,GA,2.53,25.71,15.16,32.22,9.73,0.24,14.89,39.17,14.2,5.73,32.1,18.99,24.03,23.42,3.02,68.13,76.62,3.99,0.033984212712920646,92.09,57.5,0.73,34.96,0.0,0.71627,0,4.87,54.41
194,Carthage,MO,2.5,23.34,18.3,38.8,5.77,0.16,12.01,30.57,12.3,5.41,32.81,17.38,26.79,19.76,2.97,76.44,68.88,0.52,0.03898762445333581,91.13,71.44,0.48,47.26,0.0,0.13443,0,5.08,42.86
195,Cary,NC,2.59,28.41,4.11,9.76,1.3,0.18,3.18,5.1,48.76,2.41,16.27,24.11,4.53,42.69,3.06,86.29,73.35,0.72,0.025080943043458433,93.89,67.38,0.18,16.45,0.0,0.16168000000000002,0,3.75,52.95
196,Casa Grande,AZ,2.94,27.54,9.89,25.13,10.09,0.71,17.44,28.01,14.24,7.9,18.97,23.35,18.66,22.98,3.38,69.39,67.99,4.18,0.047636516088460326,87.72,62.48,2.42,25.3,0.0,1.39277,0,8.9,47.15
197,Casselberry,FL,2.51,27.02,12.0,23.88,4.08,0.34,6.25,17.7,17.41,4.2,9.98,16.42,9.94,22.1,2.98,73.81,70.25,1.03,0.028554809370207816,93.32,64.82,0.93,18.15,0.0,0.57526,0,3.86,50.81
198,Cathedral City,CA,2.76,27.34,12.91,29.38,8.31,2.92,13.56,30.39,12.98,6.24,5.3,15.86,10.05,18.78,3.32,74.13,63.07,4.96,0.14329400033239156,71.69,61.78,0.6,14.03,0.0,1.2318099999999998,0,6.7,54.52
199,Cayce,SC,2.52,26.78,13.11,30.41,6.95,1.42,9.3,26.53,16.5,4.88,12.48,21.48,14.27,19.71,2.98,70.83,77.86,4.37,0.02562035295171549,93.94,67.44,2.45,33.22,0.0,1.29278,0,5.7,52.96
200,Cedar City,UT,3.31,38.06,7.8,22.81,3.76,0.16,17.5,11.25,26.79,5.83,8.86,27.32,12.12,23.65,3.58,84.0,65.28,1.14,0.021870118277170274,93.25,63.39,1.02,28.23,0.0,0.09315999999999999,0,5.64,55.96
201,Cedar Falls,IA,2.93,39.76,9.39,24.53,4.2,0.29,16.8,11.5,31.37,5.08,14.24,34.61,10.16,28.56,2.98,78.01,70.01,2.04,0.010991894571112017,96.88,63.73,1.86,38.99,0.0,0.12916999999999998,1,2.68,53.07
202,Cedar Grove,NJ,2.9,21.07,17.32,32.74,2.04,6.25,3.0,16.78,31.32,3.13,14.77,24.53,6.6,37.81,3.09,87.25,65.26,0.08,0.005558782045963661,98.41,77.02,0.0,49.25,0.0,0.38421,0,1.21,27.49
203,Cedar Hill,TX,3.04,27.46,3.94,10.01,2.4,1.02,3.72,13.87,28.24,3.61,16.88,23.27,9.27,31.67,3.3,83.76,76.65,0.36,0.023478173808570285,93.34,79.21,0.64,22.81,0.0,0.10642,1,3.19,42.62
204,Centerville,UT,3.81,28.35,4.57,14.54,2.86,3.47,3.57,5.85,32.44,5.32,12.64,25.87,8.8,35.59,4.21,89.27,63.97,0.18,0.0061739130434782605,97.7,84.52,0.0,26.76,0.0,0.12776,0,6.04,53.78
205,Central Falls,RI,2.65,29.43,12.79,32.42,16.66,2.29,22.33,53.08,5.65,9.85,48.07,13.28,42.24,9.44,3.23,55.94,64.35,8.05,0.03934909565118784,90.54,23.71,3.03,37.32,0.0,1.4831500000000002,0,9.1,88.47
206,Centralia,WA,2.47,25.35,15.6,36.25,10.97,0.86,16.3,26.71,10.69,6.94,16.38,19.43,18.56,18.92,3.0,66.23,61.78,1.67,0.02710519791752748,93.73,56.46,2.74,38.41,0.0,0.53726,1,7.5,68.56
207,Ceres,CA,3.07,28.25,7.9,22.68,15.11,0.3,15.5,32.86,8.83,10.04,22.26,17.66,21.93,17.27,3.38,76.84,63.58,2.19,0.01877327658280763,94.56,64.76,0.4,17.0,0.0,0.61164,0,6.95,65.0
