communityName,state,population,householsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,pctWSocSec,pctWPubAsst,PctUsePubTrans,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,PctKidsBornNeverMar,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,LemasPctOfficDrugUn,ViolentCrimesPerPop,has_pp_access,PctFedEduFunding,PctStateEduFunding,PctLocalEduFunding
Bartow,FL,14716,2.74,15.09,26.32,13.42,15.36,34.29,8.94,0.49,16.42,13.34,33.43,12.03,6.16,53.65,17.3,22.68,17.71,20.84,3.07,61.62,51.77,62.34,67.42,64.11,73.03,5.45,0.034792063060614296,91.28,67.38,2.93,30.27,0.0009493068768687144,1517.44,0,8.33,58.64,33.03
Baton Rouge,LA,219531,2.63,18.18,32.79,19.12,10.39,22.9,9.88,1.88,26.17,8.8,23.24,28.34,9.35,56.17,9.95,31.81,10.27,31.72,3.18,58.08,51.66,66.25,58.25,63.3,68.76,9.92,0.06274740241697073,85.82,52.83,13.02,54.72,1.539645881447267e-05,2978.69,1,9.777,47.679500000000004,42.5355
Bay City,MI,38936,2.5,13.57,26.49,12.77,14.05,33.89,15.24,1.55,18.06,10.61,30.0,9.41,13.52,51.65,20.53,24.45,19.0,20.01,3.1,66.08,66.4,72.27,73.78,56.52,63.85,2.52,0.020597904253133348,95.1,67.48,2.37,48.88,0.0,592.36,0,7.04,62.473333333333336,30.486666666666665
Bayonne,NJ,61444,2.43,11.34,24.3,11.4,17.37,36.13,5.56,17.23,8.79,11.39,29.95,16.61,5.88,58.48,15.92,19.27,14.89,25.08,3.06,72.52,70.85,85.86,70.83,48.29,64.52,2.44,0.018862704251025323,95.62,40.55,3.8,45.56,7.698066532126816e-05,487.27,0,4.48,31.0,64.52
Beacon,NY,13243,2.81,12.24,26.41,11.93,11.84,29.38,6.96,4.14,11.46,12.85,29.68,15.87,7.29,57.89,22.99,20.38,14.85,22.37,3.21,68.63,65.04,82.08,66.17,60.87,67.45,7.22,0.02401268594729291,93.69,59.52,4.4,48.74,0.0,651.61,0,5.65,48.03,46.32
Beaumont,TX,114323,2.64,14.36,26.61,13.08,12.31,29.05,9.41,1.4,21.15,9.87,24.84,19.72,7.84,56.36,14.4,28.61,12.62,27.05,3.16,64.9,59.16,74.11,64.66,60.14,68.15,5.03,0.04954383632339949,88.45,60.01,7.34,53.67,2.7990867979321746e-05,1250.99,0,10.161428571428573,21.645714285714284,68.19285714285715
Beaver Dam,WI,14196,2.47,12.78,23.99,10.58,16.19,33.19,6.03,0.15,7.18,12.31,23.96,14.68,4.22,62.42,30.14,21.61,25.14,18.21,3.02,78.36,77.74,85.09,81.38,73.07,76.65,1.68,0.017328825021132713,95.9,63.28,0.0,31.71,0.0,260.97,0,3.04,50.76,46.19
Beaver Falls,PA,10687,2.53,16.76,27.7,16.85,17.47,43.23,20.54,2.1,26.75,12.87,33.44,9.01,12.86,43.53,15.43,36.38,18.15,17.56,2.98,54.27,51.02,45.3,56.5,46.54,59.16,5.35,0.042013661457845984,90.38,50.64,3.12,65.26,0.0,456.87,0,4.12,51.32,44.56
Beaverton,OR,53310,2.41,11.92,28.05,12.26,7.87,16.87,3.35,5.08,6.45,2.73,8.52,35.99,3.79,73.08,19.14,21.33,8.87,34.37,3.0,76.1,76.78,85.98,77.81,60.33,70.19,1.62,0.03719752391671356,91.77,46.98,0.35,4.99,0.0,316.1,1,2.603333333333333,50.19,47.20666666666667
Beckley,WV,18296,2.33,12.87,21.56,10.59,19.46,43.82,9.96,0.06,21.38,13.48,28.37,19.3,8.32,44.61,3.86,36.21,7.18,34.57,2.93,63.68,60.89,68.5,73.67,47.56,64.18,3.54,0.05842807170966331,88.01,61.65,3.93,65.86,0.0,1199.16,0,7.73,64.92,27.35
Bedford,TX,43762,2.49,13.75,28.84,13.12,4.21,10.01,1.52,0.03,3.56,1.76,7.02,34.29,3.53,78.3,15.5,17.72,6.46,33.98,3.07,82.09,81.72,90.77,82.5,65.07,73.33,1.12,0.028837804487911886,93.3,54.96,0.08,10.54,0.0,188.22,1,3.2939999999999996,40.494,56.215999999999994
Beech Grove,IN,13383,2.44,12.8,27.18,12.52,14.68,32.75,4.15,1.2,5.2,7.48,23.02,10.44,4.41,61.62,18.5,22.54,16.86,18.74,2.94,73.57,70.81,89.77,80.25,65.85,68.71,1.67,0.020100127026825076,95.33,60.86,0.37,19.33,0.0,167.34,0,2.42,51.99,45.59
Beeville,TX,13547,2.89,17.16,30.01,14.73,10.42,26.44,13.05,0.0,30.32,24.37,39.63,12.4,12.12,52.53,8.22,25.16,10.63,20.87,3.46,67.76,63.45,87.82,74.12,50.57,60.14,2.35,0.0592012991806304,85.39,58.39,5.61,67.21,0.0,691.17,0,9.78,69.23,20.99
Bell Gardens,CA,42355,4.58,20.41,36.99,18.83,3.79,13.89,15.54,6.68,26.08,48.23,73.66,1.72,13.37,56.22,35.96,9.99,41.63,6.87,4.64,68.79,61.95,77.71,73.79,43.06,47.29,9.09,0.00713020894817613,96.84,22.52,2.65,23.18,0.0,1313.17,0,10.24,65.28,24.48
Bellaire,TX,13842,2.35,8.23,18.3,6.98,13.57,25.19,0.73,1.11,3.33,2.73,7.59,48.93,2.69,70.55,8.73,31.56,3.65,48.83,2.86,78.29,77.07,91.35,86.93,69.26,74.41,0.32,0.023045802629677793,94.85,75.35,1.25,32.6,0.0,347.97,0,9.73,28.95,61.32
Bellefontaine,OH,12142,2.55,15.15,28.5,14.02,11.75,26.66,10.25,0.21,13.44,6.56,26.3,9.82,7.89,60.6,32.8,17.58,25.53,16.76,3.1,70.23,68.36,81.62,70.07,59.48,71.37,1.99,0.03030802174271125,92.82,59.03,1.36,32.07,0.0,259.88,0,4.76,39.09,56.16
Bellevue,WA,86874,2.43,12.34,26.4,12.55,9.53,18.85,2.87,6.81,5.58,1.84,5.82,45.65,3.03,70.55,17.03,22.11,6.06,39.81,2.94,79.33,78.66,87.02,80.28,53.62,66.89,1.11,0.01924626470520524,95.53,58.22,0.36,8.85,7.033174482583973e-05,223.06,1,2.5,52.77,44.73
Bellflower,CA,61815,2.7,12.77,28.98,13.71,9.83,21.6,9.27,2.49,9.62,8.95,27.66,11.97,5.88,64.54,23.63,18.07,17.31,20.36,3.21,66.62,63.25,76.54,71.24,57.89,66.57,5.16,0.019606891531181753,94.97,39.56,1.57,14.69,0.0,1707.41,0,8.21,63.03,28.76
Bellingham,WA,52179,2.46,19.04,35.4,23.07,12.01,25.42,6.3,3.14,16.68,5.02,14.77,28.16,4.73,61.09,12.22,27.81,12.03,27.08,2.87,69.13,68.05,79.81,72.68,57.71,69.73,2.3,0.017727438241438128,95.82,50.94,2.38,26.05,0.0,339.31,1,4.0225,61.6325,34.35
Bellmawr,NJ,12603,2.69,12.43,26.54,13.37,14.1,31.51,3.96,4.26,4.34,10.6,32.12,8.25,5.28,63.33,16.64,14.95,16.59,15.3,3.13,75.49,72.34,87.23,78.33,52.37,67.85,1.68,0.008728080615726415,97.7,69.33,4.55,24.55,0.0,81.02,1,4.23,32.07,63.7
Belmont,MA,24720,2.56,10.06,23.99,10.61,15.82,30.84,2.73,13.26,3.64,3.19,8.35,54.74,3.87,63.54,11.82,42.0,3.66,53.1,3.04,84.64,83.25,96.15,84.19,51.42,63.35,0.31,0.012297734627831715,96.95,59.59,0.99,32.24,0.0,39.02,0,2.77,21.44,75.79
Beloit,WI,35573,2.67,15.47,28.01,14.39,11.98,29.69,15.04,1.05,17.55,8.2,27.57,11.31,8.36,60.37,38.49,21.56,25.24,21.11,3.11,62.21,58.26,60.07,60.64,63.18,71.49,7.11,0.020408736963427317,94.83,60.18,3.86,46.28,0.0,343.81,0,5.49,63.66,30.85
Belton,MO,18150,2.84,14.05,28.87,12.52,6.3,15.45,3.95,0.28,6.79,5.32,19.47,11.63,5.53,72.32,17.26,18.7,16.42,18.76,3.23,78.29,77.08,93.49,72.03,58.44,72.13,1.15,0.025399449035812673,93.27,68.95,0.22,22.56,0.0,201.24,0,5.98,58.92,35.105000000000004
Bend,OR,20469,2.4,13.98,27.04,12.99,11.76,24.17,5.1,0.4,13.15,3.87,14.69,23.02,4.24,67.33,16.82,21.53,15.58,26.85,2.92,70.49,69.46,81.12,65.02,66.48,75.54,1.86,0.023352386535736968,94.69,54.12,1.46,17.99,0.0,500.47,1,4.153333333333333,47.943333333333335,47.89333333333334
Benicia,CA,24437,2.65,12.55,22.31,9.96,7.51,17.08,5.31,3.11,5.43,2.81,9.59,32.62,4.19,71.26,12.39,23.8,8.19,35.88,3.1,77.42,76.13,85.46,72.41,58.59,70.45,1.83,0.015509268731841061,96.05,70.13,1.06,13.98,0.0,261.4,0,2.43,55.77,41.8
Bensalem,PA,56788,2.71,13.72,28.9,12.69,8.31,20.2,4.59,4.26,5.32,4.76,20.07,21.8,4.97,69.05,18.69,21.88,13.46,28.76,3.22,78.56,75.11,91.09,80.61,53.53,65.53,2.46,0.03079876030147214,92.3,59.83,0.51,9.43,0.0,361.82,1,2.29,29.51,68.2
Benton,AR,18177,2.6,13.37,24.28,11.54,14.37,33.32,6.99,0.07,12.95,13.94,30.0,14.25,5.06,56.97,19.8,28.86,18.43,23.64,3.02,78.51,74.42,84.06,84.7,61.91,71.48,0.75,0.025306706277163447,93.83,70.21,4.35,41.74,0.0,460.14,0,4.98,66.13,28.89
Bentonville,AR,11257,2.64,14.09,26.45,12.36,12.63,28.78,5.38,0.43,9.23,9.38,23.53,12.43,3.63,62.69,18.43,14.92,22.62,19.75,3.06,77.51,74.98,85.75,76.53,64.82,74.78,0.84,0.019188060762192413,95.18,66.76,4.17,44.91,0.0,116.97,0,4.89,42.37,52.74
Bergenfield,NJ,24458,2.78,11.33,24.06,11.22,14.09,32.46,3.68,11.71,3.34,7.11,17.66,23.77,5.04,66.85,17.81,22.03,9.64,28.97,3.21,83.53,81.84,93.49,88.74,59.66,70.84,0.86,0.009649194537574618,97.39,71.08,0.0,29.66,0.0,151.91,0,1.32,15.19,83.5
Berkeley,NJ,37319,2.12,6.03,11.33,5.33,48.23,72.15,3.56,1.92,4.57,13.67,38.7,6.95,7.32,28.6,9.52,23.27,12.5,20.26,2.5,83.83,80.1,94.68,83.88,64.15,74.69,0.51,0.060532168600444816,88.63,93.14,0.53,60.16,0.0,106.68,0,5.548571428571429,46.92714285714286,47.52285714285714
Berkeley Heights,NJ,11980,3.1,12.47,21.44,10.93,11.33,23.62,1.03,9.63,1.96,5.81,9.9,48.18,2.7,64.55,14.65,28.82,5.49,50.73,3.22,91.43,90.17,95.78,95.81,44.56,58.88,0.36,0.005342237061769616,98.37,91.01,3.12,37.5,0.0,41.02,0,0.81,10.06,89.13
Berwick,PA,10976,2.38,12.74,23.42,11.66,20.6,44.02,6.67,0.24,10.64,12.7,33.09,6.3,9.13,51.63,36.48,16.22,31.63,13.53,2.94,68.37,66.61,75.95,75.19,53.63,67.62,1.92,0.02478134110787172,94.44,64.4,0.74,56.62,0.0,82.95,0,2.2,60.46,37.35
Bessemer,AL,33497,2.66,14.37,25.8,12.78,15.76,39.28,12.96,2.25,29.7,16.97,42.18,7.21,10.58,46.83,16.37,22.2,20.98,15.41,3.23,52.44,43.42,58.75,51.46,63.11,65.74,10.7,0.035794250231364004,91.3,59.07,5.67,44.29,0.0,2758.9,0,8.455,60.525000000000006,31.015
Bethany,OK,20075,2.61,15.67,27.79,15.03,11.06,24.67,3.93,0.18,8.67,5.08,20.81,19.62,6.17,63.87,11.26,27.06,11.98,25.8,2.92,73.0,70.81,85.44,75.27,64.98,72.93,1.15,0.05838107098381071,86.78,64.83,1.96,24.83,0.0,154.31,0,4.56,54.1,41.33
Bethel Park,PA,33823,2.66,11.26,21.33,9.85,12.53,28.84,1.75,11.79,3.81,3.29,10.34,33.23,3.78,62.96,12.59,26.71,6.75,37.31,3.08,88.95,88.08,95.86,87.82,52.19,61.13,0.55,0.009017532448333974,97.65,80.78,0.98,42.95,0.0,58.24,0,0.9,27.89,71.21
Bethlehem,PA,18867,2.37,9.8,21.82,9.79,19.52,35.38,5.39,1.67,6.09,8.8,25.24,20.27,4.06,58.36,21.41,26.56,15.55,25.97,2.89,78.78,76.7,85.91,74.95,61.55,74.07,1.5,0.015158742778396142,96.53,63.68,1.4,25.87,0.0,309.84,0,4.423333333333333,27.436666666666667,68.14666666666666
Bettendorf,IA,28132,2.64,13.98,23.98,10.59,9.12,21.25,2.86,0.49,4.73,2.92,9.93,34.21,3.92,69.27,16.87,23.88,9.41,35.54,3.09,82.31,82.02,89.13,79.63,67.02,72.43,1.5,0.014218683349921797,96.38,73.72,1.25,19.75,0.0,454.84,0,1.9,46.21,51.89
Beverly,MA,38195,2.58,12.62,25.9,12.77,13.23,28.02,6.8,5.14,6.62,3.83,12.89,27.98,5.42,65.77,18.86,28.02,10.09,32.3,3.04,75.42,72.49,85.41,81.22,64.45,71.13,1.54,0.022411310380939915,94.53,58.91,1.52,31.19,0.0,87.26,0,4.2,23.79,72.01
Beverly Hills,CA,31971,2.2,11.38,22.12,10.53,17.88,28.0,3.47,4.31,6.6,3.6,10.57,46.95,3.8,60.76,8.37,28.42,1.37,51.85,2.87,75.73,77.69,90.56,81.23,49.3,55.66,1.04,0.03625160301523255,92.63,43.85,1.38,31.23,0.0001488849269650621,1087.25,0,1.7700000000000002,28.67,69.55
Biddeford,ME,20710,2.6,14.77,29.68,15.5,13.53,29.48,8.9,1.32,11.47,19.04,33.06,10.72,6.33,62.87,29.35,20.71,22.08,17.4,3.0,70.92,69.46,72.84,75.64,67.29,75.46,2.44,0.052873008208594884,87.9,48.76,2.28,61.19,0.0,161.51,1,4.07,44.52,51.41
Binghamton,NY,53008,2.34,13.73,28.54,15.8,16.71,34.93,10.55,6.28,19.98,9.83,26.12,19.83,8.21,52.77,19.68,30.96,13.4,27.52,2.95,62.93,61.71,67.84,71.37,53.71,64.21,3.48,0.0378999396317537,91.84,44.42,4.03,43.4,8.31949894355569e-05,284.04,0,4.75,42.2425,53.0075
Birmingham,AL,265968,2.52,13.93,27.56,13.43,13.17,31.59,10.79,3.56,24.82,10.65,30.7,16.15,9.24,53.83,12.44,28.97,15.72,22.8,3.16,52.09,44.48,64.74,54.45,67.58,71.55,9.04,0.04607321181495518,89.59,53.39,7.24,43.07,1.383625097756121e-05,2466.68,1,9.305862068965517,59.000689655172415,31.69448275862069
Bismarck,ND,49256,2.55,13.98,26.81,12.39,10.06,23.02,4.75,0.13,9.65,10.77,16.58,26.39,4.41,69.16,5.01,29.2,8.3,31.55,3.08,78.39,79.25,87.06,76.39,76.08,81.95,1.3,0.014678414812408641,96.39,60.72,0.28,24.76,0.0,83.27,0,7.9,42.22,49.885
Blacksburg,VA,34590,3.1,42.76,66.39,55.44,3.88,10.45,3.69,6.36,37.43,3.4,8.25,61.57,6.88,45.37,6.9,50.34,6.07,43.57,2.85,78.41,78.18,83.65,81.5,56.73,63.73,1.8,0.019716681121711477,94.25,31.6,0.59,23.46,0.0,112.41,0,6.46,38.71,54.83
Bloomfield,MI,42473,2.7,12.53,20.08,10.27,12.47,21.59,1.49,0.28,1.42,1.82,4.35,58.49,2.08,64.64,18.67,34.11,2.56,58.54,3.03,91.46,90.62,96.83,89.75,52.43,58.4,0.21,0.019400560355990866,95.02,90.34,0.0,29.13,0.0,373.88,0,2.225,16.299999999999997,81.47
Bloomington,IN,60633,2.89,36.54,58.57,46.22,6.18,16.0,4.65,3.45,31.46,4.65,13.51,47.94,6.83,50.86,8.33,44.49,7.91,38.44,2.81,67.48,65.3,73.55,64.12,59.73,67.09,2.44,0.017185361106987943,95.27,34.2,1.15,22.17,0.0,815.98,1,3.6975,44.975,51.3275
Blue Springs,MO,40153,2.97,16.23,27.89,12.44,5.35,13.38,3.32,0.6,4.68,2.44,9.91,23.85,3.77,73.52,15.1,21.9,11.42,28.29,3.29,82.98,82.07,91.8,82.47,68.53,76.16,0.65,0.017856698129654073,94.97,71.99,4.6,25.66,0.0,213.14,0,2.99,40.01,56.99
Bluefield,WV,12756,2.44,12.94,21.61,10.53,19.79,45.01,8.85,1.25,19.92,12.26,29.67,17.34,5.75,46.99,7.85,27.3,11.38,30.62,3.01,70.42,63.1,70.59,75.95,52.44,60.18,2.91,0.06036375039197241,87.18,70.0,2.21,65.84,0.0,324.52,0,8.57,69.17,22.25
Blytheville,AR,22906,2.84,16.24,31.45,15.07,10.56,27.79,14.67,0.45,25.55,17.16,33.68,13.67,8.69,58.42,25.62,23.59,22.14,20.13,3.27,66.43,60.16,69.5,68.52,56.56,65.75,9.97,0.036104077534270494,90.71,47.98,9.67,56.59,0.0,2193.23,0,14.15,67.29,18.55
Boca Raton,FL,61492,2.34,11.1,21.72,11.1,18.96,33.74,2.24,0.56,5.51,3.65,11.56,34.86,3.29,58.08,8.0,23.72,4.89,37.49,2.78,81.02,79.93,91.36,83.84,52.43,62.4,0.98,0.10970532752227932,79.58,74.47,0.58,22.37,0.00010489169322838744,360.34,1,6.12,29.2,64.68
Bogalusa,LA,14280,2.51,14.54,24.13,11.27,17.29,40.26,17.64,0.0,36.8,17.76,38.45,9.72,14.82,40.37,16.4,30.71,18.77,19.04,3.07,54.32,47.55,52.13,61.43,57.78,64.08,6.93,0.05504201680672269,87.86,65.92,4.33,64.38,0.0,1059.43,0,16.98,60.38,22.64
Boone,IA,12392,2.44,12.48,23.43,10.63,15.82,35.23,6.66,0.26,10.72,8.37,17.27,14.91,3.73,59.68,15.44,31.85,18.59,20.85,2.97,77.09,76.67,86.73,71.95,70.4,76.8,0.73,0.01985151710781149,95.39,67.95,2.03,39.02,0.0,125.63,0,3.8499999999999996,60.63,35.52
Borger,TX,15675,2.59,14.23,24.38,11.44,15.44,31.72,5.49,0.0,15.02,12.89,30.94,12.41,7.4,51.51,19.22,16.75,17.08,21.41,3.06,80.37,77.11,84.51,84.91,51.58,59.78,1.94,0.054864433811802234,87.54,73.22,5.0,61.16,0.0,243.47,0,9.13,39.92,50.95
Bossier City,LA,52721,2.77,15.32,30.2,14.54,8.11,20.66,5.77,0.28,15.96,5.73,18.56,15.87,7.25,63.81,10.19,23.68,11.3,23.96,3.15,71.91,66.83,73.57,73.02,61.77,70.01,4.68,0.0527873143529144,87.24,57.38,18.29,42.15,9.635629066216499e-05,1073.8,0,6.016666666666667,67.68333333333334,26.296666666666667
Boston,MA,574283,2.51,15.09,35.85,19.45,10.05,21.15,11.94,32.2,18.71,10.34,24.3,30.0,8.32,60.86,9.91,34.71,9.63,32.71,3.19,52.51,48.77,61.67,53.24,57.36,62.98,11.24,0.03900341817535954,91.07,30.88,6.94,38.17,6.111969185924013e-06,1968.89,1,6.56,29.690000000000005,63.75
Bothell,WA,12345,2.51,12.64,24.29,11.44,11.34,26.53,2.5,6.84,3.63,2.41,10.01,27.18,3.3,69.35,18.3,22.71,9.76,33.13,3.0,78.76,79.29,96.03,76.55,50.0,70.2,0.94,0.018388011340623733,95.59,65.36,0.88,14.1,0.0,211.18,0,2.34,62.25,35.419999999999995
Boulder,CO,83312,2.4,21.85,41.56,27.91,6.67,14.34,2.79,5.62,18.96,2.13,5.08,58.87,5.05,66.32,11.11,39.42,5.29,43.89,2.8,71.57,71.57,84.19,67.05,64.07,71.93,1.83,0.01907288265796044,95.62,46.15,0.63,18.75,9.002304589975034e-05,208.56,1,2.7,17.55,79.75
Boulder City,NV,12567,2.51,13.03,20.15,9.21,20.84,39.03,1.94,0.28,6.48,4.04,17.2,22.09,4.72,51.69,6.91,19.64,11.17,29.13,2.84,76.94,73.77,90.65,81.23,55.57,69.34,0.84,0.031192806556855256,92.73,74.05,0.26,35.71,0.0,298.25,0,4.46,29.45,66.08
Bountiful,UT,36659,3.29,18.53,28.77,13.84,9.77,24.86,4.76,3.55,4.91,1.6,8.4,30.51,3.62,64.65,13.62,28.0,9.75,33.79,3.65,85.72,86.66,92.75,88.83,51.52,60.09,0.43,0.009165552797403094,97.08,76.42,0.3,35.12,0.0,137.16,0,5.875,41.67,52.459999999999994
Bowling Green,KY,40641,2.54,21.51,36.83,23.96,11.5,27.11,9.6,0.28,23.91,15.28,28.52,23.41,6.93,58.62,16.08,29.05,15.13,27.47,2.92,64.6,60.7,71.28,67.77,58.45,68.49,3.56,0.03759750006151424,91.27,50.59,1.51,28.93,0.0,798.39,0,6.506666666666667,60.71,32.779999999999994
Boynton Beach,FL,46194,2.28,9.11,20.12,9.05,27.21,45.65,4.35,1.04,9.59,9.6,26.93,16.36,5.26,50.58,7.46,22.58,8.72,24.55,2.75,65.86,58.86,76.65,67.77,65.41,74.07,4.87,0.11369441918863922,79.44,76.45,1.43,24.47,0.0,1357.38,0,6.12,29.2,64.68
Braintree,MA,33836,2.84,11.98,25.77,12.76,14.6,32.26,5.13,7.87,4.1,3.72,12.43,23.41,6.7,61.7,12.7,23.04,9.07,30.98,3.24,81.9,80.44,90.9,83.96,58.24,67.91,1.16,0.008127438231469442,97.74,76.68,2.55,34.18,0.0,421.75,0,2.61,18.48,78.91
Brandon,MS,11077,2.86,16.31,25.69,12.27,7.55,18.59,3.05,0.0,7.32,4.65,14.33,34.1,3.52,68.0,8.51,27.74,7.13,37.37,3.21,80.52,78.39,94.1,85.6,68.84,74.35,1.86,0.012187415365171076,96.63,79.1,2.22,53.33,0.0,214.53,0,6.38,57.52,36.1
Brawley,CA,18923,3.27,17.07,29.52,14.1,8.05,23.34,19.49,0.7,24.31,31.14,48.61,9.96,14.81,51.15,7.29,22.59,15.35,20.24,3.71,68.15,63.46,73.53,74.49,46.27,51.42,5.49,0.017597632510701264,94.56,49.35,4.5,29.43,0.0,989.2,0,8.91,66.56,24.52
Brecksville,OH,11818,2.77,10.63,17.83,8.49,13.38,27.0,1.16,3.52,2.26,2.5,9.43,41.57,3.78,59.51,20.44,27.2,6.63,50.79,3.07,92.06,90.93,96.71,91.01,47.53,59.51,0.0,0.012015569470299543,96.78,87.01,0.0,19.72,0.0,39.71,0,1.39,16.32,82.29
Bremerton,WA,38142,2.59,15.99,35.51,20.6,11.78,23.72,11.14,7.79,18.1,6.46,17.96,12.65,7.4,60.43,18.77,21.64,11.86,20.63,2.99,68.32,66.99,75.27,77.99,46.12,56.53,2.88,0.02556237218813906,93.79,39.07,4.1,36.72,0.0,620.71,1,7.375,72.66,19.955
Brenham,TX,11952,2.76,19.04,29.61,17.47,15.7,36.1,8.29,0.19,17.24,20.26,35.7,15.58,4.7,54.42,13.63,30.51,15.7,23.79,3.07,67.85,63.25,76.55,74.2,78.87,82.08,5.49,0.03857095046854083,90.38,60.72,2.6,41.43,0.0,742.94,0,7.01,44.69,48.3
Brentwood,TN,16392,3.11,17.02,22.02,10.85,5.52,12.66,1.63,0.45,1.39,0.72,4.95,54.34,3.1,66.76,13.89,28.41,2.79,51.44,3.29,92.24,90.37,96.53,93.44,49.59,56.24,0.45,0.014519277696437287,95.68,92.93,0.42,26.05,0.0,64.88,0,6.58,35.19,58.24
Brick,NJ,66473,2.66,12.06,23.58,10.75,15.97,34.09,3.6,1.75,3.74,5.59,20.23,16.51,5.55,60.08,12.53,21.8,11.95,24.31,3.1,84.22,82.61,92.92,84.33,54.19,64.45,1.03,0.058339476178297954,86.55,82.54,0.72,60.24,0.0,131.47,0,2.35,32.22,65.44
Bridgeport,CT,141686,2.71,14.06,29.69,14.3,12.13,28.61,13.24,6.39,17.07,17.99,38.91,12.28,10.62,57.72,25.38,22.73,20.19,19.03,3.28,53.59,46.99,57.79,55.71,58.8,65.86,12.01,0.034555284220035856,91.44,44.15,13.77,46.18,4.35469982919978e-05,1908.96,1,10.738333333333335,69.47666666666667,19.778333333333332
Bridgeton,MO,17779,2.62,12.57,24.17,11.38,12.38,25.44,1.74,0.56,2.98,6.65,18.65,23.32,3.04,67.51,21.85,19.73,10.48,31.15,3.0,78.93,77.52,90.19,77.24,70.71,74.61,1.12,0.018561223915855785,95.37,72.46,0.61,20.0,0.0,786.35,0,5.430000000000001,49.464999999999996,45.1
Bridgewater,NJ,32509,2.88,12.3,24.76,11.8,9.09,20.41,2.54,2.18,1.62,4.8,10.96,41.3,2.64,73.18,17.49,24.05,7.75,41.63,3.16,89.06,87.89,95.23,84.94,61.01,73.89,1.29,0.014303731274416316,96.04,85.53,0.65,51.4,0.0,88.7,0,1.8649999999999998,32.745,65.39
Brigantine,NJ,11354,2.35,10.38,28.69,13.11,12.87,27.82,3.71,6.62,6.99,4.71,18.67,21.15,4.35,68.87,3.06,12.46,5.92,25.31,2.91,69.84,67.26,75.63,69.91,72.68,75.17,1.68,0.3499207327813986,54.83,56.17,1.51,68.76,0.0,348.32,0,2.56,14.68,82.75
Brigham City,UT,15644,3.17,16.53,26.22,11.04,9.98,27.4,4.64,0.66,6.83,3.87,15.92,22.23,7.05,60.34,37.88,19.29,12.53,32.44,3.63,84.48,85.45,90.65,86.43,52.95,60.74,0.54,0.01757862439273843,94.72,74.9,1.82,37.82,0.0,94.16,0,5.32,61.57,33.11
Brighton,CO,14203,2.97,15.13,27.38,12.31,10.13,23.55,7.36,0.57,13.11,12.15,29.5,13.03,8.17,59.84,15.58,20.11,20.63,18.51,3.24,74.11,70.28,82.73,76.13,77.49,78.29,2.02,0.03816095191156798,89.81,66.1,2.03,37.08,0.0,255.86,0,3.73,53.08,43.19
Bristol,RI,21625,2.9,17.15,29.94,17.41,14.68,32.1,5.92,2.47,5.8,18.95,34.96,19.66,7.24,61.05,27.55,24.33,18.61,24.55,3.13,84.1,81.76,90.31,86.95,75.06,77.36,2.28,0.02330635838150289,93.67,65.23,3.37,44.64,0.0,116.1,0,3.026666666666667,43.45666666666667,53.52
Broken Arrow,OK,58043,3.01,14.59,26.45,10.55,4.89,13.19,3.36,0.07,6.53,3.4,10.38,24.75,3.76,72.26,15.07,23.22,9.8,30.28,3.3,85.13,84.48,92.98,85.77,59.68,67.88,1.01,0.020054097824027013,94.3,74.34,1.55,47.42,0.0,175.54,0,3.8233333333333337,58.169999999999995,38.00666666666667
Brookfield,CT,14113,2.86,13.48,24.16,11.38,7.48,19.31,1.72,1.89,2.36,3.02,9.47,41.24,4.14,71.79,23.75,23.28,7.18,39.3,3.22,89.27,88.19,97.4,87.08,56.34,67.87,0.5,0.02940551264791327,92.25,87.59,1.45,35.18,0.0,55.84,0,1.52,19.3,79.185
Brookings,SD,16270,2.86,29.33,48.62,36.95,8.87,22.85,3.94,0.15,22.83,9.93,15.55,34.66,3.91,61.4,14.93,35.03,14.51,26.79,2.98,79.45,80.28,78.78,83.54,71.71,74.18,1.73,0.020098340503995085,94.56,48.36,0.61,47.71,0.0,45.89,0,3.28,26.76,69.96
Broomfield,CO,24638,2.83,14.54,26.59,11.34,5.17,13.71,2.6,2.96,5.05,1.66,8.25,27.88,3.76,75.78,21.81,22.21,11.99,31.02,3.25,83.06,82.12,93.21,80.89,69.28,75.88,1.12,0.015382742105690397,95.83,73.59,0.53,27.18,0.0,259.69,0,2.715,42.96,54.325
Brownsville,TX,98962,3.76,21.08,33.08,16.68,7.94,24.53,21.71,2.4,43.86,40.23,54.51,12.21,15.3,47.39,14.11,25.51,16.21,23.96,4.13,70.02,62.55,78.54,73.11,47.64,52.65,4.28,0.026980052949617025,90.79,55.77,5.51,34.12,4.9109759301550095e-05,953.67,1,13.973333333333334,66.83666666666666,19.19333333333333
